id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
2bf361b9a8eb1ba5,eat shit get rid of goofs you queers.,1,0,1,0,1,0
e1f550d596704d8f,"..... 

getting on my nerves. windfall. behaving as if she did something.
the land has not be rescued for her to become a goddess.",0,0,0,0,0,0
03a609a8af5906d3,can't seem to be bothered with actual fact.,0,0,0,0,0,0
600c33ccfcf85b00,"Characters for Angelmaru,Nyanpire's daughter. 

Characters

A white angel cat who always needs love. She is always very cheerful and has a crush on Doki,Though they are girls. She loves love,but loves other pink things like Fruit punch and pink lemonade.

A purple ninja cat falls in love with Angelmaru despite finding out she's a girly girl.

A red assassin cat who uses a sword to beat baddies up. She found out about Angelmaru's crush on her.

A teal cat with pink freckles and an aqua bandana.She doesn't get along with Angelmaru,But she gets along with her.
 

A pair of bats who are somewhat related to the angel who gave life to Angelmaru.

Angelmaru's human owner.",0,0,0,0,0,0
edd1f0e27ae15188,"""
Lol, okay so that explains it. Thanks. ) a.k.a.Depu Joseph |TALK""",0,0,0,0,0,0
34fdec2752a70e22,"""

 Topic ban 

Relating to  (and let me be honest, I'm not up for a protracted debate, I'm just here to offer a perspective that you are free to ignore).  The problem is how you phrased the issue.  If you are claiming admin abuse, you need to be specific.  If you are claiming it is no longer needed, then your opinion of PBS's original ban is irrelevant.  When it comes to General Sanctions, admin are given broad and sweeping authority, because the community wanted them to have a hammer to deal with problems.  Whether you deserved it or not, I have no idea, I didn't do that research and don't have time.  I'm talking about procedure here.  Kosh's comments just muddied the waters, unquestionably admin have the authority to do moratoriums and the like on these articles under General Sanctions, and do topic bans.  Authority isn't debatable because it is clearly spelled out in policy, so Kosh ended up making it less likely others would participate when debating something that is clearly not debatable, and PBS was on topic in addressing those points.  Your points got lost in the mix.  It happens.  And Dougweller and RGloucester also piped in, it wasn't just one person.  It was just one person taking your side, but he was mistaken on the procedural points.  Even DGG jumped in to support the moratorium, and he isn't prone to jump into fires.  Then Obsidi joined the fray.  So 5 people participated, besides yourself, not just one. The problem being that you guys debated the right of the admin to impose sanctions (and he clearly has the right), instead of the circumstances of your situation, which is why 80% of the people disagreed with you and Kosh. You complain that only one admin has spoken, but that isn't true.  Obviously, PBS is an admin, but so is Dougweller and DGG, neither of which has a reputation for being heavy handed.  Quite the opposite, actually.  In reality, he could have put a one year moratorium on name changes and it would have been 100% supported in policy, but he chose a very short and reasonable period.  You might not LIKE it, but the community voted specifically to give admin that power.  If you had not muddied the discussion up by mixing both issues, your topic ban and his authority to issue a moratorium, you would have had a better chance, although odds are that the topic ban would have stuck because there wasn't any abuse in his doing so that I could see.  It was his judgement.  Disagreeing with it doesn't make it abuse. And the fact that it was only three months....that is the shortest topic ban I've ever seen, so obviously he wasn't trying to be heavy handed.  Sometimes, you just have to accept that you don't have a case, and this one could easily be closed as """"no consensus to make any changes to existing sanctions"""".  Again, I'm not up for debating, but I could care less about these articles, and if you want an honest review from an experienced admin, you just read it.  - 2¢ """,0,0,0,0,0,0
fafb3651996b00fd,"""

 Here's a Falafel for you you fat piece of shit. 

  HURRICANEFAN25! Y U NO LET ME VANDALIZE!? PLEASE STOP OR I WILL BE FORCE TO MUSHROOM STAMP YOU WITH A FUCKING GOAT HORN! The Game.   """,1,0,1,0,1,0
4bdd220023fbef69,Which by code you're asking me to kiss your ass.,1,0,0,0,0,0
a270c2baf95b740e,"""

First of all, you don't know crap about Vietnam.

Secondly, of course many (actual) rebels were local residents, i.e. of KBR. But as of the bodies, some/most of them belonged to innocent civilians who were killed in crossfire (like even the KBR president said). Here's about the mechanism of this:

""""This is a commonplace in Chechnya. I have not been to Nalchik and I do not know this case, but it is quite possible that such things happen there too. Well, basically, they happen throughout entire Russia, only specifics are different — drugs or weapons are planted in order to jail one or get paid for closing a case,"""" an officer of the Department for the Combating of Organised Crime and Terrorism of the Russian Internal Affairs Ministry told Caucasian Knot's correspondent. """"Of course, civilians sometimes die in Chechnya and in other North Caucasus republics, too, where counter-terrorist activities are conducted, and weapons are planted on them by officers that are not the most conscientious. But one should understand that they do so not because they want to register another victory for themselves, but for fear that they can be jailed for good because of this accidental killing."""" According to the officer, one should not say that """"someone is killed on purpose and then registered as a rebel. Only Kadyrovtsy do so. It is not a custom among us, federals.""""

And actually indeed some time later a group of Kadyrov's policemen (called """"a gang"""") were persecuted precisely for this, that is killing random people (few men and a woman they kidnapped and killed) and then planting guns and explosives on them for promotions. But of course, there was also the case of Vladimir Glebov, etc.

This is all, because I already said I'm not going to discuss stuff with you anymore. Enough of my nerves.   """,0,0,0,0,0,0
ea9689b8d50b1c35,"Contested deletion 

This page should be speedy deleted as an attack by someone vandalizing user profiles and articles!",0,0,0,0,0,0
4d066ffc37331446,"OK, nevermind; I have done. I need to properly do up the refs now. Thanks for working on it.",0,0,0,0,0,0
6c4551436fd00f16,"Um Dude I hate to FUCKING break this to you, but THE GAME is still on G-Unit.
http://www.thisis50.com/
WATCH THE FUCKING VIDEO AT THE TOP OF THE SCREEN.

NEXT TIME KNOW A THING OR TWO ABOUT HIP HOP BEFORE EDITING THE FUCKING WIKIPEDIA PAGE.",1,0,1,0,1,0
457aab2d186e95f0,You sound like you are sexually frustrated. When did you last have sex?,1,0,0,0,1,0
ee0c1d905ad291c8,"warning? 

why did you warn me? for what? im war with ultra-christians ultra-racist and other jerks, warn me for what?Contributions/62.248.42.19",1,0,0,0,1,0
29b98aa269c97fa6,"Regarding your sexuality
Is it true you iz a homo nigga? You is a skinny little dork fuck aren't ya? You have never had pussy have you boy? Never. You is a ninny is what you is. One one nigga. Bang blunts all day long son.",1,1,1,0,1,1
5ca020991d864c69,"is a 'stream f conscious-ness mess' against your rules - just leave me alone, don't read my talk page - theres no need, I don't see its any of your business, it is in no way affecting the encyclopedia in a negative way,  - you  are over admin-ing anyhow,  - 
its really unpleasant Wikipedia these days",0,0,0,0,0,0
029dceed3519e371,you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,1,0,1,0,1,1
4fecf67671076714,", at least whenever they needed",0,0,0,0,0,0
d30cddcbd542c0d8,"""

@N-HHIts all about what a man can or can not do, N-HH. You can accept that this article is about a historical military-administered territory officially named """"Territory of the Military Commander in Serbia"""", or you can not. Me, I can ignore your PA comments, but I can't agree that the title should be changed to any phrase that doesn't refer in some way to this said territory, which is the subject of the article. Savvy?
As for your grammar concerns, you should probably make it clear which classes of words you consider too irrelevant to enter our considerations. Though I certainly hope you are clear on the difference between the words """"of"""" and """"in"""", and how they may alter the sentence. As in """"I was sick of this one year ago"""", and """"I was sick in this one year ago"""". 

@FkpCascais. Oh please, Fkp. Its me. The """"I'm insulted he hinted I'm a nationalist"""" thing is so old it """"has a beard"""" as we say 'round these parts. I know you so long I can produce a half-dozen diffs at any time to show an editing pattern as the one I hinted at. And no, this isn't a """"fake Serbia"""" like the NDH was a fake Croatia, it was a military occupation zone """"in Serbia"""", the """"Serbia"""" referred to there is just a geographic qualification indicating where this entity is located in. You need to clear from your head all that """"Nedićeva Srbija"""" nonsense that they teach us in grade school. The Serbian article actually has a flag and coat of arms under an infobox title that says """"Serbia"""", and you just called this a """"country"""". I'll say it again: this is an occupation zone created by Hitler, where his army picked some willing stooges to run the police and collect taxes/steal food. Hitler hated Serbs with a passion and didn't give them anything even closely resembling a country. It takes a special kind of crazy to go around fighting for recognition screaming """"hey, don't you go denigrating Serbia! we were just as much Nazi puppets as you were!"""". Yet that is exactly what I've been reading here for years on end. So forgive me if I'm a little sick of it.

@Peacemaker, I challenge your assertion that there is no WP:COMMONNAME for this territory, and claim 'Military Administration in Serbia' is a name used on a wide-enough basis to qualify as such.   (talk) """,0,0,0,0,0,0
fd2f53aafe8eefcc,"Fat piece of shit 

you obese piece of shit. I thought of you naked last night. | got sick.",1,0,1,0,1,0
59bd3f4c680a80ae,"""

Administrator assessment: the warning above was inappropriate. See my further comments below.  (talk •  contribs •  global count)  

""",0,0,0,0,0,0
ca322730a9b08795,Mmmm... yes... a pint of palestinian blood would be a fine dessert right now. -  talk/email,1,0,0,1,0,1
722e5b9975217540,"No Personal Attacks

Stop trying to cover up the truth about Wikipedia. I asked the user a question about whether or not the allegations in that article were true. I didn't write that article.
P.S. I actually didnt need to even ask if they were true- its obvious that they were.",0,0,0,0,0,0
a1e2f503c024642d,"year after such claim or cause of action arose or be forever barred.

Choice of Law and Forum
Any dispute of any sort that might arise between you and CBC will be governed by the laws of the United States and of North Carolina, without regard to its principles of conflict of laws. You and CBC submit to the exclusive jurisdiction of the state and federal courts in the Eastern District of North Carolina.

Feedback
We welcome your questions or comments about this TOU and also welcome any suggestions you may have for improvement of our Services. Please send us your feedback.

Contact Us/Report Misconduct
For more information, or if you have questions about this TOU, please contact us via our Privacy Administrator.Â  Also, if you see behavior or communications on any of Services that you consider inappropriate or abusive, please let us know immediately.",0,0,0,0,0,0
d181bdc17d356d9e,I will murder your pets and slash your tires.  You are such a giant assclown.  My name is Byran Mattison and I am a gay football player.  I play for the Ravens and I love dick.,1,0,1,1,1,0
365284bc87b813e7,"Communism 

U are gay",1,0,0,0,1,1
0f22ba95e21e20d3,"Free Imperial City of Cologne  

You'd need to get agreement to do this, and there's a copyvio issue also.",0,0,0,0,0,0
d11ceb3723d263bc,Blah Blah Blah. Cry me a river. Go suck a prick.,1,0,1,0,1,0
0ff50f34c13dec7d,"you are an american biaes idiot 

you are an idiot who wants to dserstroy wikipedia. It is people like you who are responsible for the currwnt destruction of all that is good in the way wikipedia works I think you should get a life and stop deleting articles you American biased wally.",1,0,0,0,0,0
10dd4f9c619aff65,REDIRECT Talk:List of Afghanistan War (2001–present) documentaries,0,0,0,0,0,0
67bf11045c1f1453,"Up yours, you authoritarian little Hitlers.",1,0,0,0,0,0
6a598d5b8f170894,"NAZI WIKIPEDIA ADMINS
EVERYONE KNOWS THEY LOCK THESE ARTICLES SO ONLY THE LIBERAL NAZI WIKI ADMINS CAN CHANGE THE INFORMATION. THIS SITE IS THE WORSE WHEN IT COMES TO BEING FAIR!! ALL THE ADMINS VOTE THEIR FRIENDS IN AS ADMINS. IT IS A BIASED WEBSITE AND THEY DO NOT ALLOW INFORMATION THAT ALLOWS THEIR POLITICAL CANDIDATES TO LOOK BAD. THIS IS WHAT THEY DO IN CHINA AND NOW ON WIKIPEDIA.",1,0,0,0,0,0
b2d7c107fdcb95fa,this guy is a dirty jew213.152.254.36,1,0,0,0,0,1
00587c559177dcf2,"""

Reply
Are you being facetious? if not, you would have relayed the same message to Jza and MRSC as my words were no more stern than theres. If you would like evidence for any of the claims made on the talk, then I will only be too glad to provide. You also failed to provide diffs in your message to me, in regards to which words you're claiming are offesive, perhaps WP:Assume good faith.

The two users constantly harass and follow me to articles making disruptive edits in violation of numerous Wikipedia guidelines (WP:HARASS is just one). For example the removal of third party references from articles which don't suit their POV, without entering an edit summary (considered by Wikipedia guidelines as bad faith and a violation of WP:BLANK). The violation of WP:NEO by adding derogatory neologisms to the articles of organisations who they do not personally agree with, despite being made aware of the policy, despite not having any reference to the said organisation being described with said neologislm and despite the community majority constantly removing the derogatory term.  The same """"tag team"""" practise can be shown to be used against numerous other editors who edit articles on British culture and trad counties, not just against me. Again, if you would like evidence just ask.

It would seem however, looking at the messages on your talkpage above, especially the lovely intertude under """"UK mediation"""" section, that Jza messaged you (somebody he seems very familiar with) in violation of WP:CANVAS. Specifically the section on Wikipedia:CANVAS#Campaigning may interest you. If you're going to be an admin, may I suggest you please make yourself familiar with the policies and guidelines I have referenced in this message. Rather than accusing me, a user who is being cyberstalked, of """"personal attacks"""". Systematic bias is not acceptable, you're here to make sure that our policies are upheld not to chip in for the sake of a friend. Thanks. -   """,0,0,0,0,0,0
9db8435778824ea4,"""

 Please do not remove content from pages without explanation, as you did with this edit to Luminous efficacy. If you continue to do so, you will be blocked from editing.   (speak to me) """,0,0,0,0,0,0
de1957114d10d1dd,Any opinions on the Liancourt Rocks issue?,0,0,0,0,0,0
b28bcc573b374b94,"How About You Shut the Fuck Up? 

Stop fucking with my posts you fucking douche bag

I AM Joe Torres. Leave me be.",1,1,1,0,1,0
bc7fb93bc05e4fc4,"Hi TK 

You, Terry Koeckritz, are a colossal tit. But of course, that's not really your name is it? Thats why you go round trying to hush it up. YOU AREN'T FOOLING ANYONE!!!!! n00b!!!!!!!!one!11",1,0,0,0,0,0
f8fe3253b1e79e54,Will Rengel ever give up? What an idiot.,1,0,0,0,1,0
b633a676db053f75,I'll kick the shit out of you ya cunt,1,0,1,1,1,0
bc473569f798c069,"Bald 

LessHeard vanU is Bald [2x]

YIIIIEEEEEEEEE

LessHeard vanU is Bald! - BALD BALD BALD B-A-L
LessHeard vanU is Bald! - BALD
Bald, he's bald
LessHeard vanU is Bald!
LessHeard vanU is bald [7x]
LessHeard vanU is bald, bald
LessHeard vanU is bald [2x]
LessHeard vanU is bald, bald BAAAAAAAALLLLLLDDDD!!!!
LessHeard vanU is baaaaaaaaaaaaaaald

YIIIIIIEEEEEEEE

LessHeard vanU is bald - HAHAHAHAHAHAHAHAAAA
LessHeard vanU is bald [3x]
LessHeard vanU is bald, bald, bald, bald, LessHeard vanU IS BALD!

LessHeard vanU is bald
I'm telling ya, he's got no fucking hair
B-A-L-D, LessHeard vanU is bald [2x]

LessHeard vanU is bald! - BALD BALD BALD B-A-L
LessHeard vanU is bald! - BALD

Bald to the bone [2x]
I'm telling you baby - HAHAHAHAHAHAHAAAA

LessHeard vanU is bald [2x]
Bald [3x]
LessHeard vanU is baaaaaaaald [5x]

 AQuestion forU 

What is a mid-life crisis? 86.179.40.116",1,0,1,0,0,0
f2f8d25586e64e36,i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay,1,0,0,0,0,0
70ed121835918aae,I agree with you Son Of Kong.,0,0,0,0,0,0
cbca2a964f6475d3,"""
Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!  ''' (talk)''' """,0,0,0,0,0,0
4b2f790e85d8fd54,many of the patents linked from there do not presently work. I will seek a further source for,0,0,0,0,0,0
a2d46a0a553c56aa,is a fucking faggot.,1,0,1,0,1,0
484b8d0c16930c91,"Poor Joe 

But I thought Joe Vialls was dead.  Good job on the Pan Am Flight 103 article by the way, Joe.",0,0,0,0,0,0
2d8285050ba017fc,Yes. What name do we give that article?  | (talk),0,0,0,0,0,0
d09aef741f947c0f,Fuck veritas this school sucks dick!,1,0,1,0,1,0
cf985bc4cfe9f033,"Deleted images
Hi there. If you delete images that I created ages ago which have now been superseded and replaced by svg files then thats cool, I don't need to be informed about it and it just clutters up my talk page! Unless its wikipedia policy and you are required to inform me in which case thats understandable I guess.",0,0,0,0,0,0
38b04f0b55ac0c31,"P.S. It's probably worth setting up a template to be used for all the periods, so they can easily be kept in the same format.  It would make it easier for me, for example, to remove the padding around the timeline if I could do it in one place. ' T'''",0,0,0,0,0,0
4d5eeec5b58085dc,"I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis",1,0,0,0,0,0
47aba55c6714b66d,"""

Sockpuppet investigation
 -Talk to Me! """,0,0,0,0,0,0
3ead93a171ed97d2,"So? 

How about those Angels?",0,0,0,0,0,0
e5c07e85b787d397,"""

 So this includes removing things such as pointing out that creationist organization ISCID's """"peer-reviewed journal"""" is not actually peer-reviewed?  WP:BIO does not mean """"remove all information that might be a bit embarassing to the subject"""".""",0,0,0,0,0,0
1f09db6e34f44966,"Dom Brown

Why have you listed Dom Brown as an official member of Duran Duran, when he clearly is not?",0,0,0,0,0,0
3bba24a108490e5f,Are we guilty of systematic Polish nationalist bias? Could you help me understand what's going on here?,0,0,0,0,0,0
af7a0eb24954b4b9,"Hey you scum!!! 

Haha, you've also a warning you raped son of a bitch!!!",1,0,1,0,1,0
7d7411026d63db1f,"""

Thanks, Bish, but I won't see them. The latest pseudo-innocent machinating at ANI is the last straw. I've deliberated ignore it for days and when I come back to make a closing statement, she's straight in there with fabrications again. I've no idea how much long the project will put up with the """"playing dumb"""" act, especially through strategies such as multiple refactors of messages. Plenty of people realise that there is a problem and that it really isn't me but until the community wakes up and does some about it, I'm gone. You've just lost a 75% articlespace contributor to a 70% non-articlespace crapstirrer. Mail me when the community comes to its senses, please. And if it doesn't then I don't want to be a part of it anyway. I'm here to build and improve content, not create a utopia. -   """,0,0,0,0,0,0
6e8bb77c2d61c7f6,"Now that her birthday is finally here, it's easy enough to get her real former name from nashville city hall.  Birth Records and Name change records are a matter of public information.",0,0,0,0,0,0
d92e1b717f9f6fcd,"help
This 'Historian' now thinks that 'Sanhedrin' is closer to Neturei Karta than to Kach. He is also seeing a fusion of Kach and Neturei Karta, since 'both oppose the state'. I tried to clarify it, giving some examples of the thought of NK and Kach (without naming either), and what is his conclusion - 'the press releases of the Sanhedrin so far are more like NK'. Please, please, try to explain to him that I am right. How do you explain Jewish politics to somebody with the brain of a fish??  | (talk)",1,0,0,0,0,0
e2b427d52f0b97b4,"your recent edits 

Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia.  Talk",0,0,0,0,0,0
60a851766f2e679c,"""

 Mainpage bolding 
Hi, Schutz, how 'ya doing ?  Mainpage bot is busted -)   (Talk) """,0,0,0,0,0,0
bd645bc9cc3a1f44,"Barnstar 

You've done alot of work on alot of WoT articles since you joined up, and I thought you deserved some recognition for it.  Keep up the good work!!",0,0,0,0,0,0
ea1dedba4b25d0a8,it's non of your business mother fucker,1,0,1,0,1,0
dbbefe4ff52c3b73,"(UTC)

 Not knowing what happened,  perhaps the IP-only poster was an idiot etc.  However,  as an editor using only an IP,  they'll likely never to see your rant.  Therefore I'm not sure of the point of having the above on the discussion page (etc).  Could someone clarify the underlying issue?  Thanks.  03:33, 25 June 2012",0,0,0,0,1,0
2e6cd3589b2e9bf7,Get the fucking arse off this website.,1,0,1,0,1,0
7be73da50a966711,"hey stop editing my page jerk

NOTOC__",1,0,0,0,1,0
5f91db8ab63fc137,"""The supposed similarities between Barbie and Sleeping Beauty are not """"too striking not to be noted in the article"""". As others have explained, it's impossible for Barbie to have been purposely designed to resemble the Disney character. One has to stretch quite a bit to see any """"similarities"""" between them, and aside from that, without evidence that something like this was done on purpose, it has no encyclopedic merit.  

""",0,0,0,0,0,0
b977579d6fc42566,"lol 

Screaming @Wikipedia being your life, you're such a damn flop, I feel sorry for you",1,0,0,0,0,0
d7a17c476783c73b,PEOPLE THAT USE THIS WEBSITE ARE STUPID. don't Use it. I wrote every thig and its all lies!!!!!! LIES I TELL YOU!!!!,1,0,0,0,1,0
ff34255739d996ae,"Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's
Think Breast's",0,0,0,0,0,0
6546e840b5174598,If you have a chance to read this you should instead of acting like a dick...i have faith that you can do this...the easiest way...stop acting like a dick and BTW happy new year to you.,1,0,1,0,1,0
